,0
20165,"Lockdown cake recipe without cream / No oven / Chocolate Coffee  Cake 🎂
Recipe link 👇
https://t.co/VxzjlNoM7W… https://t.co/qPm7xUXo2Q"
20166,"@BestcheckI Hey @BestcheckI heres my code : f69t3l

#indiagiveaway #Bestcheck #BestCheckIndia #love #instagood… https://t.co/gq7eVm9kfB"
20167,"Looks like #NapTime beckons @MirzaSania

#SaniaMirza #StaySafe #StayHome https://t.co/wAi0lSAw15"
20168,"Save this post. It is very helpful and useful 😊😉🤓 

#englishforkids #OnlineESL #onlineenglishclasses… https://t.co/Dss2hslp9r"
20169,"@BestcheckI Hey @BestcheckI heres my code : f69t3l

#indiagiveaway #Bestcheck #BestCheckIndia #love #instagood… https://t.co/I1McpHSSsQ"
20170,"@BestcheckI Hey @BestcheckI heres my code : f69t3l

#indiagiveaway #Bestcheck #BestCheckIndia #love #instagood… https://t.co/esFGQDyuvh"
20171,How are we supposed to tell this stubborn society to take the 'Positif Corona' issue seriously? 🙄 #StayHome https://t.co/scNcqjevHI
20172,"Fantasy '98 by George Michael, #ListenLive #NowPlaying #StayHome https://t.co/IXoYowppvI"
20173,9 BOOKS THAT BRING THE OUTDOORS IN DURING A STAY-AT-HOME ORDER https://t.co/mf8hNFjN3c #StayHome and #Read https://t.co/A515CaaaFJ
20174,"I'm watching #Stargate SG-1 1x10 ""#Thor's #Hammer"" #ontheDVDplayer. #StayHome #StargateSG1 #StayHomeAndWatchADVD… https://t.co/fa5iOIwJ5K"
20175,"#Blackdayforchattisgarh
@INCIndia government started Home Delivery of Alcohol... Excise Department got Rs.4.32 cror… https://t.co/JNMOjiAJZB"
20176,"Got A Hold On Me by Christine McVie, #ListenLive #NowPlaying #StayHome https://t.co/IXoYowppvI"
20177,"40K cases less than yesterday. 👍

#TogetherWeCan #MaskUpIndia #StayHome https://t.co/qSlTsThqPq"
20178,"For those in #ArunachalPradesh. Here are few #Home delivery contacts.
#StaySafeStayHealthy #StaySafeStayHome… https://t.co/iCBp2AdL4I"
20179,"What Does It Do To Your Heart by Bryan Adams, #ListenLive #NowPlaying #StayHome https://t.co/IXoYowppvI"
20180,"Cases: 158,446,875 (+12,649) 
Deaths: 3,295,405 (+328) 
Recovered: 94,501,253 (+23,323) 
Active Cases: 63,945,622 (… https://t.co/xmXxPkTxRk"
20181,"Fun fact - When she sees that Beard again, it’ll be much longer 🧔🏻
Visit 🔥👇👇https://t.co/XoZKxlGjgI

#Beardo… https://t.co/7kIqxFRCXZ"
20182,"Your Mama Don't Dance by Loggins and Messina, #ListenLive #NowPlaying #StayHome https://t.co/IXoYowppvI"
20183,"BCS My Starter #Protein💯 
💥 No Sugar
💥 Gluten Free
👉 Grab Your Starter Pack Now👈

Shop now🌐https://t.co/DAbHsd9JE0… https://t.co/LyJZD05rBr"
20184,"""India variant"" could be ""variant of concern"" for health officials, but any other or the original are not any less… https://t.co/A7PyyoGzfD"
20185,"@karanvirsharma9 I want that the show must go on ,, stayhome stay safe and keep watching shaurya aur anokhi ki kaha… https://t.co/poT3fpsj4H"
20186,"Shirts t Shirts Savage Ringer v Neck - Tees ==&gt; https://t.co/aOqwILD6yT

#3dshirt #mansbestfriend #stayathome… https://t.co/LzNFafQpV8"
20187,"@TVSCredit Verifying information and requests first, and then sharing them accordingly. ✔️

#TVSCredit… https://t.co/PbRG8UDrlt"
20188,"Good night people ❤️✨

#StayHome #StaySafe"
20189,"Global Coronavirus Status :
Confirmed : 131299187
Deaths : 2783333
Recovered : 73588125
Recovery rate : 96%
#Covid_19 #StayHome"
20190,"Yah Mo B There (Feat. James Ingram) by Michael McDonald, #ListenLive #NowPlaying #StayHome https://t.co/IXoYowppvI"
20191,"We are in this together❤️

#staysafe #stayhome #covid_19 #covidindia #covidresources #covidrelief… https://t.co/SEnRRpUO5W"
20192,@stayhome_ED @Fact Who said it is?
20193,"Covid first wave.....
Strict lockdown at intimal and given relaxation step by step..

Covid second wave
Giving rela… https://t.co/5L5vnx3Cwx"
20194,Good news new positive carona cases slowing down from last 3 days  hopefully virus will derate ! .               Pl… https://t.co/JsUofKAG5C
20195,"Good Night 
Friends 💐
Take care 💞 
Sweet dreams 😊💐

#StayHome
#StaySafe
#wearamask https://t.co/HIl5kYj3V2"
20196,"When you wear a double mask, you protect yourself and everyone around you. Show us how you #DoubleMaskUp. Spread th… https://t.co/Rh58rcX4uu"
20197,"@GMEmployeeUnion Take all the possible Corona Prevention...
And save you and your family👍
#stayhome #staysafe"
20198,@BwehttaM @Sleepyhead20021 Why was he driving with the door wide open - perhaps trying to close it whilst driving i… https://t.co/81zx5nLvcw
20199,"Alone 😔

#NaturePhotography 
#Like_Water 
#YELLOW 
#COVID19 
#StayHome https://t.co/ZoG6zj6TCh"
20200,"It would appear, from their actions over the past year, that a continuation of the #CovidPandemic is view as in the… https://t.co/A1CMF6WTu0"
20201,"Sir @Naveen_Odisha ji, this kind of arrangements in #SalandiHodpital #CovidHospital #Bhadrak doesn't go well with y… https://t.co/BtH48YCPNk"
20202,"@rajeevnayak1985 @nabadasjsg @CMO_Odisha @Naveen_Odisha @SusantaBiswal82 Sir @Naveen_Odisha ji, this kind of arrang… https://t.co/MZbJuiBGpg"
20203,"Odisha to float global tender to procure Covid vaccines

#Odisha #OdishaNews #OdishaGovernment #Covid19… https://t.co/v8VUx4e6kg"
20204,"Odisha to float global tender to procure Covid vaccines

#Odisha #OdishaNews #OdishaGovernment #Covid19… https://t.co/my5kbopern"
20205,"Our wellness team has been supportive throughout the #CovidPandemic. We are thankful for @SarahRichardsMD, Hospital… https://t.co/fQucgl5s5W"
20206,Consider completing this survey exploring current #CovidPandemic behaviours and concerns regarding post pandemic li… https://t.co/7oBb39XKVG
20207,Stu Piddy's blog: That was close https://t.co/GFjgtXQH6f @TorontoStar @GlobeAndMail @TorontoSun @NationalPost… https://t.co/DRThB9LHlu
20208,Stay home stay safe #CovidPandemic
20209,"Reversing Trump    47% of Republicans 

👏🌊@POTUS BIDEN🌊 Bolstered by 47% of Republicans ✊Support for his… https://t.co/5HddSm2BMl"
20210,"#ModiGovt isn't keen on exercising provisions in domestic law, #trips flexibilities to waive patents during… https://t.co/BR0KcOoXr4"
20211,"From front line workers to those behind the scenes, #HospitalWeek recognizes everyone who supports the mission. Fol… https://t.co/9EfvzExxVV"
20212,"@AITCofficial @MamataOfficial old people, people with no phones not getting vaccine. People are standing in line fo… https://t.co/jiLCG54Mnu"
20213,@savanisri @rameshr64 @chetan_bhagat No Out cry because in western n EU there is group of people who takes #CovidPandemic as a Scam
20214,"A 65-year old couple retiring in 2021 can expect to spend $300,000 in #healthcare &amp; medical expenses throughout… https://t.co/4DYSNUhhdZ"
20215,Dealing with the #Isolation of the #CovidPandemic has really been testing my #sanity. I can't #tolerate being calle… https://t.co/VQhGYm5myz
20216,#COVIDpandemic exposed neglected #Healthcare sector in #India &amp; need of indian medical services IMS (like #IAS /… https://t.co/hQb7j7sr6y
20217,"https://t.co/jeS8EnG3jF

👆please listen to this

#coronavirus
#CovidPandemic 
#CoronaPandemic 
#CoronavirusIndia 
#CoronaCurfew"
20218,How COVID-19 Transformed Sales &amp; B2B Content Marketing + 5 Ways to Adapt @marissaaydlett @MProfsWire… https://t.co/33IcYaKdSO
20219,"Odisha registers 10,031 new Covid cases, 17 more fatalities

#Odisha #Covid19 #CovidPandemic #CovidVaccine… https://t.co/SEqv5ARUeb"
20220,"India sees dip in infections, records 3.66 lakh cases &amp; 3,754 deaths

#India #Covid19 #CovidPandemic… https://t.co/Yj8GTb3GzB"
20221,Through #RecoverBetterTogether Fund @UNWFP_India facilitated access to nutritious food for 1.6 ml marginalised &amp; vu… https://t.co/8wXN7q3CtH
20222,"#CovidPandemic news reached #Mars 👽 😂

Check the attached image.

#MEMES #justforfun in this #COVID19 #stress ful… https://t.co/UD9xfKzqU5"
20223,@Radio702 @johnperlman #MzansiCovidFolly @DrZweliMkhize @safm #safmbth All countries which havevery successfully cu… https://t.co/onW2zMBBxC
20224,"""Get vaccinated💉 &amp; Don't ditch the mask""
#COVID19 #COVID19Vaccination #CovidPandemic #CovidVaccine #CovidHelp… https://t.co/31iHiT4QRV"
20225,"Hard days.  But then, Ford’s govt is managing the #COVIDPandemic in Ontario much the way Trump’s admin did in the U… https://t.co/Enm3et3RrN"
20226,"|| Boost Your Immunity ||
.
.
.
#Staying_Home  #Saves_Lives #coronaviruslockdown #stayhomesavelives #covidpandemic… https://t.co/TIKG88jfx1"
20227,"The efforts of #BSF to save lives during #CovidPandemic are really admirable.
for their kind job and service to the… https://t.co/NPhbmiGArf"
20228,Government officials and experts monitoring the pandemic situation in the state claim UP may have achieved the peak… https://t.co/8c4Eyz2hwI
20229,"🇵🇰
REGIONAL ECONOMIES - PTI government in its first 1,000 days has done pretty WELL during #CovidPandemic.

World e… https://t.co/VXqkidv7G4"
20230,"How is the #COVIDPandemic impacting India's rural areas?

https://t.co/mPRO9pdgoq"
20231,#Bangladesh PM Hasina reiterates solidarity with #India in fighting COVID-19 https://t.co/3qeAp7w3ky #COVID19India… https://t.co/uwz7BY0B4j
20232,Lt. Governor  @manojsinha_  today made a passionate appeal to people of the J&amp;K Union territory to co-operate with … https://t.co/EfpIPgdsPn
20233,"@SonuSood plz DM ur whatsapp number. If I  keep ur contact number to gives me courage during #CovidPandemic .
Plz A… https://t.co/c6ZvWxG08u"
20234,Stu Piddy's blog: That was close https://t.co/GFjgtXQH6f @TorontoStar @GlobeAndMail @TorontoSun @NationalPost… https://t.co/Ahm81JqiTR
20235,"A 5 Step Meal Plan
#Lockdown #Curfew #KeralaLegislativeAssembly #COVID19 #CovidPandemic #BreakTheChain #staysafe… https://t.co/vVvqYmSywC"
20236,It would be great if the municipality @GemeenteLeiden @raadLeiden realises #Leiden uniqueness with the new urban re… https://t.co/74mfNLXALH
20237,Mr.@BishowParajuli hope you understood by now that PDS has acted as lifeline in the country and it needs universali… https://t.co/yZ8SRWLCNr
20238,Questions raise over #China's role in spread of #CovidPandemic. Documents obtained by #US State Department reveal t… https://t.co/VoODhBnIBo
20239,"Jason Statham-starrer ‘Wrath Of Man’ kicks off Hollywood’s summer with $8.1mn haul
Read More............… https://t.co/MHJJJSJvkL"
20240,"Dr Anthony Fauci’s advice to #India 👇
""You've got to shut down. I believe several of the Indian states have already… https://t.co/flKFVXpZSa"
20241,Spain's state of emergency in place since October to fight the #CovidPandemic  expired at midnight on Sunday.  https://t.co/oiHVTIcuNE
20242,"On this #CovidPandemic, i’d like to stress to guide our kids towards healthy behavior. It’s unfortunate that our li… https://t.co/izc3NaSWev"
20243,A Famous Economist @JimRecord made a future tale that #India will helpful to all the world in this situation.… https://t.co/vgvhaEQefV
20244,Our peer-reviewed paper https://t.co/sVLVaK0jQj shows the @UniofOxford @AstraZeneca #covidvacccine  works better wh… https://t.co/h8k3ukqd1w
20245,"How to make landi in an new normal situation?
#JazAskin
#COVIDpandemic"
20246,@LpPhotog I’ve been walking around aimlessly for the last 12 months since the #COVIDpandemic  began in 2020 and it… https://t.co/dicR88jpzP
20247,"Businesses should consider classing long-COVID as a disability, says law firm https://t.co/L6qJFlGskb via @hrreview… https://t.co/kidj0VoiSd"
20248,If central and  respective state governments failed to control #COVIDpandemic #COVIDEmergency2021 #CoronaSecondWave… https://t.co/l5skKbzkyQ
20249,"Support from Boeing Company
#CovidIndia #aviation #COVID19 #COVIDpandemic https://t.co/9b9s2obkuW"
20250,"All India #CovidHelpline 9412218957

Help the Helpless at Home! 

We are trying to get the Verified Lead for the He… https://t.co/b1b0sWSvMZ"
20251,"Face masks may become seasonal after Covid pandemic: Anthony Fauci

#AnthonyFauci #CovidPandemic #Covid19… https://t.co/NpyGssjF4j"
20252,"SC sets up National Task Force including top experts, doctors for COVID response #SupremeCourt #NationalTaskForce… https://t.co/QfeQ6bhBzc"
20253,in #covidpandemic India saw two types of doctor. One who is serving the people and one who brags  too much sitting… https://t.co/guHkMR7IRw
20254,Ishq Mein Marjawan 2: actor #RrahulSudhir  Sudhir urges fans to pray for his mother’s recovery amid #COVID crisis… https://t.co/xsWsx53McU
20255,"Took my first Jab of #CovidVaccine I'm feeling okay now . 
I urge everyone to take vaccine as it's the only weapon… https://t.co/Y6k0BaYf7q"
20256,#CovidPandemic started in Wuhan in Oct-Nov 2019 when America was strongly going ahead with anti Chinese sentiments.… https://t.co/Sy0ZfC6CFZ
20257,"Naveen sanctions Rs 60 lakh for feeding stray dogs, cattle during Covid lockdown

#Odisha #OdishaNews #Covid19… https://t.co/XxwGWS0Vkp"
20258,"Do’s and Don’ts in home isolation: AIIMS guidelines

#Delhi #AIIMS #Covid19 #CovidPandemic #CovidManagement… https://t.co/LWD9gZ7boM"
20259,"4,092 Covid deaths in India as fresh cases go over 4 lakh again

#India #Covid19 #CovidPandemic  #CovidVaccination… https://t.co/6jFkThpfLh"
20260,Step to fight against #CovidPandemic  Successfully Vaccinated  with Does 1 covishield #vaccination  #COVISHEILD… https://t.co/DzOEqmCOsh
20261,I'm so grateful that Ayya Soma at #EmptyCloud #Monastery took time out her meritorious work to share how her… https://t.co/cYbOx2O0ua
20262,We have sorted #Packages for your business from our end. We know that #CovidPandemic has restricted the full functi… https://t.co/nJCjBhk364
20263,"@Neerajkundan Sir thank you for raising our voice.
We desparately need  2 years Age Relaxation in #IBPS,#SBI,#SSC d… https://t.co/adPJEf1ROU"
20264,"#Delhi, #Haryana &amp; #UttarPradesh on Sunday extended till May 17 their ongoing #lockdown as a large part of the coun… https://t.co/fejsfP9wJh"
20265,"Sometimes, against all odds, against all logic, we still #hope.
#soulveda #hopeful #COVID19 #COVIDSecondWaveInIndia… https://t.co/kicDZlELgY"
20266,"God please bless me with your love, support &amp; courage to handle with this pandemic 🙏!
#CovidPandemic… https://t.co/1GWrOL6F3C"
20267,Well done @mybmc @UghadeSharad so proud of your dedication and hard work in this #CovidPandemic… https://t.co/LDXBPmu0V8
20268,"Since RSS had been monitoring performance ofModi Govt,even full Cabinet was summoned, Time RSS should clarify:It ap… https://t.co/mnqN6qEDrh"
20269,"""Now is the time for #publichealth to step up"" - Robyn Kruk talking about building on the momentum of trust and und… https://t.co/R5vAv7dd6Z"
20270,Thanks to #ModiGovt  #CovidPandemic is making us ask ourselves: is this simply how we live now? Is this how we die?… https://t.co/1O5zQCqOml
20271,#POLL - After the #CovidPandemic would you elect to wear a #facemask seasonally to ward off respiratory-borne viruses?
20272,@GomesChantel @BandieraNancy @AVestige1 @RobertVosFrere @BeverlyBednarc1 @Aprylsmithts @gheetar @RonniLaurie… https://t.co/KKVs80R5BU
20273,“Moms are being forced to choose between the safety and well-being of their children and providing for them financi… https://t.co/8xRXcFvIEs
20274,"1 Million is too little a count for 1.4 Billion...😅
#CovidPandemic #India https://t.co/krrfFwLGGw"
20275,"Covid free Peaceful Funeral at Badaun
#CovidPandemic https://t.co/YugkRJU2cm"
20276,"I hope the #CovidPandemic #COVID19 will soon be under control. Not so I will be able to do stuff as before, just so… https://t.co/UjwzoEyr5E"
20277,"Shri @ShaleenMitra, we traders of DDTA Bhagirath Palace wholesale market have been regularly opening the market ins… https://t.co/tOnuPiRh6p"
20278,"#china is dangerous for world and Humanity. 

Don't know when world leaders will accept n start punishment for Chin… https://t.co/iawaIWNo5V"
20279,"Me: (waiting peacefully for my order)
No one:
Literally Noone:
A street Dog:  rubs his snout at my thigh. Once I am… https://t.co/20rlfH1wZz"
20280,"India, Nepal, then is Bangladesh Next?
#COVID19 #CovidPandemic https://t.co/v52FZMBWmp"
20281,@TVMohandasPai @agrawalmanindra @ShamikaRavi @DataRvls @anuraag_saxena @ARanganathan72 @RShivshankar @TimesNow… https://t.co/Twvrx3QDmm
20282,Telangana Govt decided to recruit on temporary basis young MBBS grads to render services in the current… https://t.co/qwcnVBscYi
20283,"""Ek saal se aisa lag raha hai that we are in a unstoppable train. So we ate, drink, sleep, going to washroom and co… https://t.co/NQxNJPNhEG"
20284,"Odisha logs 10,635 new Covid cases, 19 more fatalities

#Odisha #Covid19 #CovidPandemic #CovidVaccine… https://t.co/22Jpk5EYmT"
20285,"Asit-led team reviews Covid situation in Sundargarh

#Odisha #OdishaNews #Sundargarh #Covid19 #CovidPandemic… https://t.co/beMWfmuv3r"
20286,"Asit-led team reviews Covid situation in Sundargarh

#Odisha #OdishaNews #Sundargarh #Covid19 #CovidPandemic… https://t.co/30fohtDfo4"
20287,Central Govt. should take charge of #CovidPandemic management. Now it's out of reach for state governments.… https://t.co/8z28Wlyqpi
20288,"Chetan sakriya father has passed away due to covid-19 😔😓💞
#COVID19 #IPL2021 #heartbroken #RestInPeace… https://t.co/0vbQs6jDdh"
20289,"Karnataka reports 47,930 COVID-19 cases, 490 deaths

Bengaluru sees 20,897 cases, 281 deaths… https://t.co/K8KcWVVveW"
20290,@globaltimesnews Now you are dangerous for world. First Chinese virus then lately incident of rocket . these incide… https://t.co/mqN8UcLJrS
20291,"Staying indoors is the best move right now.

Protect yourself and protect your loved ones. Stay at home and fight C… https://t.co/g0PqFi9oYo"
20292,"If the #RedStates and their administrations just had followed #CDCGuidance, the #COVIDPandemic would have been much closer to resolution..."
20293,Have requested Honorable Vice President &amp; @RajyaSabha Sabhapati Sri @MVenkaiahNaidu ji to convene virtual meetings… https://t.co/JbvztqMAh7
20294,Our leaders know how to be a commander-in-chief. Or a cheerleader-in-chief. Or a campaigner-in-chief. But they seem… https://t.co/bRbdF7NIBB
20295,Thx for sharing this info 🇮🇳@RahulDoc2 - #CovidVaccine #CovidVaccineIndia is the only way out of #COVID19… https://t.co/LfZlsYFMEP
20296,"Political class across all parties
Bureaucracy across power
Legislature across Nation

All above collectively faile… https://t.co/ZoBzBJQFBM"
20297,@Disney why can't you just be an amazing amusement park that helps all walks of life to a place to escape from… https://t.co/PKt0ReFgJ1
20298,"@ONGC_ #avanigadda #developmentnotdone #CovidPandemic #ongccsr 
Not even single development done in avanigadda ,not… https://t.co/775oejvbVy"
20299,Questions raise over #China's role in spread of #CovidPandemic. Documents obtained by #US State Department reveal t… https://t.co/f3qwE0nyOs
20300,"This #MothersDay, The Quint's @MythreyeeRamesh speaks to three women who welcomed their bundles of joy amid the… https://t.co/qCV3hOuprt"
20301,@UKGovNews @BorisJohnson ‘failed to consider gender’ in its response to #CovidPandemic https://t.co/4RXIRiIZtb
20302,Our Children Are Missing Out On So Much Because Of The COVID19 Pandemic ... https://t.co/VA2EvTHFJL via @YouTube… https://t.co/8vfM1Mb7QN
20303,Actor #RahulVohra's last post and his death is extremely heartbreaking! Oh God ! Hey #Mahadev now stop this disaste… https://t.co/TgJeAgzzj3
20304,"Businesses should consider classing long-COVID as a disability, says law firm https://t.co/L6qJFlGskb via @hrreview… https://t.co/LHxjpGWCFY"
20305,COVID-19 anxiety syndrome: A pandemic phenomenon? https://t.co/cX5dqRF9wC via @mnt #CovidPandemic #AnxietySyndrome #MentalHealth
20306,"This was in 2013 .
Sample of a micro-chip planned by Barack Obama... #CovidPandemic #vaccinated https://t.co/WX1AgYng8m"
20307,"TRAGEDY STRIKES! 3 deaths due2 Covid in my neighborhood. One of them was very young, married last year &amp;had a baby.… https://t.co/UdWvhfmjcR"
20308,"#EWS_age_relaxation 
We desperately need Age Relaxation in this #CovidPandemic .Situations are horrible and we are… https://t.co/3ieTAifX1D"
20309,"After years of anxiety concerning alternative economic concepts, the #COVIDpandemic changed everything and made it… https://t.co/vZGtMyKLtl"
20310,What we basically need to understand about #CovidPandemic is that by virtue of its spread it is UNMANAGEABLE all we… https://t.co/vY0FVrCBVT
20311,Join virtual #RudraAbhishek #Mahamritunjay Mantra Jaap/Havan. An initiative to heal mankind and overcome from… https://t.co/ZbUJe7Za1p
20312,"Pradyot Kishore announces to forgo his salary for a year
#PradyotKishore
#SalaryDonate
#CovidPandemic
#Tripura https://t.co/QqSuMC69XW"
20313,This ain't applicable for people living alone. But during these #CovidPandemic times I think families living togeth… https://t.co/bnUS2ve0Tu
20314,"Master Ramit Jain, My bhanja (sister son) #motivator #positivevibes #positivityinfluencer #optimistic… https://t.co/Bg7ut1nmDO"
20315,"In the current #CovidPandemic crisis, the Department of Posts, in collaboration with Customs authorities, has been… https://t.co/2tQyGstFCg"
20316,Dozens of bodies were seen floating in the Yamuna in Uttar Pradesh’s #CovidPandemic #CovidIndia #uttarpardesh
20317,"#WORLD | Global Covid-19 Cases Log At 157.2 Mn &amp; 3.27 Mn Deaths
#Covid19 #CovidPandemic #COVIDGlobal #India… https://t.co/gmGwVL9k4j"
20318,"Kaushik, 1980 Olympic hockey gold medallist, loses battle to Covid

#Covid19 #CovidPandemic #MaharajKrishanKaushik… https://t.co/l16OhCjvtf"
20319,"DCGI approves DRDO’s anti-COVID drug for emergency use

#India #Covid19 #DCGI #CovidPandemic #DRDO #EmergencyUse… https://t.co/D4A9j3H5Kr"
20320,"No refusal to treatment of Covid patient from different city: Govt

#India #Covid19 #CovidPandemic #CovidPatients… https://t.co/dFrZTnBsP1"
20321,"Dear @BSNLCorporate @BSNL_KTK 
Kindly let us know procidure for surrender landline connection and close I online wi… https://t.co/aGiuqZtgW4"
20322,Questions raise over #China's role in spread of #CovidPandemic. Documents obtained by #US State Department reveal t… https://t.co/wMJWZ6ZjHE
20323,"A consignment of the #Oxygen generators &amp; 1,000 #ventilators arrives from the #UnitedKingdom. Each generator has th… https://t.co/Wp1tROilsj"
20324,"Own up mistakes, provide leadership @narendramodi 
A editorial published in the medical journal The #Lancet has sai… https://t.co/Y0H0HzeK8P"
20325,Questions raise over #China's role in spread of #CovidPandemic. Documents obtained by #US State Department reveal t… https://t.co/Ey3XHPKbOA
20326,I do believe that following @jljcolorado for the last year has informed me of the best ways to keep my family safe… https://t.co/luciwvYrBN
20327,Questions raise over #China's role in spread of #CovidPandemic. Documents obtained by #US State Department reveal t… https://t.co/GigdsYHA9f
20328,"@aajtak Get well soon... ur fam wishes were always with uh...
#COVID19 #KanganaRanaut #CovidPandemic #2k21 #AajTak"
20329,Any #Covidpandemic #COVID19 #CoronaSecondWave questions can be directed here. Shall try and answer them to allay fe… https://t.co/gqaSwIN7Yw
20330,Good Green Habits To Take From the #CoronaVirus Pandemic https://t.co/XgMD9zRqyP #covid #covidpandemic #yoga
20331,"Vaxxed, relaxed, and ready for snacks 🤣
.
.
.

#vaccineswork #vaccine #vaccines #covidvaccine #covid19vaccine… https://t.co/687Ca2fL1S"
20332,#Breaking: India's largest automaker Maruti extends maintenance shutdown due to #COVIDpandemic . #COVIDEmergency
20333,"What did the #CovidPandemic create? People know. Much hardship, much loss, and much of a disaster. We know more tha… https://t.co/rRDwqJmkXZ"
20334,#CovidIndia #Bangalore #COVID19 #CoronaVirusUpdates #COVIDSecondWave #CovidPandemic useful contacts....... https://t.co/cKANeupVVQ
20335,"@John1MD Although, we are hoping this #CovidPandemic is not still rampant by then; think if we have not already, it… https://t.co/Qjcunpwg1V"
20336,"Although, we are hoping this #CovidPandemic is not still rampant by then; think if we have not already, it's time t… https://t.co/0ILz6xrBM9"
20337,"This, this right here ⬇️, is what EVERY doctor &amp; scientist should be doing.
The spread of misinformation is rampant… https://t.co/fJZcmiOfum"
20338,Huge congratulations to @theSNP @NicolaSturgeon on an amazing result in the #ScottishElections21  SNP 64 + Greens 8… https://t.co/qq6LOWN37q
20339,"Public project Vs Modi project 
#CentralVistaProject #CovidPandemic 
#JholaUthaoModiji https://t.co/kRFTjIupl0"
20340,"#WeekendMovieSuggestion -
#ThankyouBrother
#Worthwatch 👍
#EmotionalMovie
@anusuyakhasba 👏
#HappyMothersDay 🙏… https://t.co/tTzVJqvNUM"
20341,"Sethulaiyum adi vaangiyaachu sothulaiyum adi vaangiyaachu! 🤦🏻‍♀️

After SC takes charge of Oxygen distribution, IMA… https://t.co/Hb6AolJHMD"
20342,A hard-hitting editorial published in medical journal @TheLancet has said that Prime Minister @narendramodi’s Gover… https://t.co/Ef0zKp4Ik7
20343,"It's surprising, or maybe not all that surprising, that the #CovidPandemic has put so many other conflicts ""on hold… https://t.co/JIEgiLUgLn"
20344,@nsitharaman Mam Plz grant Age Relaxation in upper Age limit of Banking and Insurance sector due to #CovidPandemic… https://t.co/mmeV4fMxcy
20345,"Modi magic limited to get votes, but unfortunately his magic' in controlling spreading #CaronaVirus… https://t.co/mN80KENtmm"
20346,What to say after Gujrat and kumbh Mela now Hyderabad.. ? What to say about these kind of people? 🤦‍♀️… https://t.co/nwWjEf99Hy
20347,"Oxygen Refilling available #jaipurHelp needy people.
Visit Now: https://t.co/iqtDiLXDrp
#CovidPandemic #Oxygen… https://t.co/s3603qPj7m"
20348,Poor people aren't affordable to Medical education due to HIGH fee.If govt could reduce fee structure(private and g… https://t.co/ljeoo3sEFn
20349,@pbhushan1 What a tragedy is this? Common man can't get enough #oxygen support in this #CovidPandemic while centre… https://t.co/Oq54aqUDUU
20350,@KulluAnshu At this peak time of #CovidPandemic is the heightof stupidity he did thn.
20351,"Odisha logs 11,807 Covid cases, positivity rate at 23.21 per cent

#Odisha #Covid19 #CovidPandemic #CovidVaccine… https://t.co/YaNh8CdjFl"
20352,"Kangana tests Covid positive, says it’s ‘small time flu’

#KanganaRanaut #Covid19 #CovidPandemic #Covid19Positive… https://t.co/FxrqgomB58"
20353,"Record 4,187 Covid deaths in India, as fresh cases mount to 4.01 lakh

#India #Covid19 #CovidPandemic #CovidVaccine… https://t.co/IxcXt1sV8V"
20354,The country's largest power producer #NTPC is rendering its support in the fight against the 2nd wave of the… https://t.co/UrO94rsg6E
20355,@ShapersJaipur @UNICEFIndia @YuWaahIndia @RajCMO @RajGovOfficial I vikash bajiya member of @HelpingHandsJpr our tea… https://t.co/po4EC6PJfH
20356,Stay Safe #Covid_19 #CoronavirusPandemic #CovidPandemic #COVIDSecondWave https://t.co/8RP86ZCvZb
20357,The country's largest power producer #NTPC is rendering its support in the fight against the 2nd wave of the… https://t.co/rWgfdrR5NQ
20358,"Concerned international bodies should send consignments of medicines, ventilators and oxygen, specifically for the… https://t.co/NckIijIIO4"
20359,It is feared that the exact number and ground situation of #COVID19 in Indian Illegally Occupied Jammu &amp; Kashmir is… https://t.co/mwInej29jz
20360,"Without the required support and attention towards this subject, the already oppressed people of Kashmir won’t be a… https://t.co/jIQV6FcdeC"
20361,Indian Illegally Occupied Jammu &amp; Kashmir is becoming #COVID19 hotspot due to the mismanagement of Indian Occupied… https://t.co/fJuX4PP43M
20362,@MenTourPilot We really need this woman at the local supermarket to remove the mask refusers. #COVID19… https://t.co/8IwgEodqV1
20363,Take a read @rchutchings @NuffieldTrust piece on how #HealthTech is going to be an important part of addressing… https://t.co/AUtrKQaK6M
20364,"#Africa #CovidPandemic #FoodInsecurity #socialconsciousness
It is acknowledged that economic shocks as a result of… https://t.co/IvLbLkXHvB"
20365,"Anarchy &amp; tyranny everwhere...
If you cry with moans, ""I am short of oxygen"", you'd end up behind  bars for spreadi… https://t.co/Yy5NvsWBr1"
20366,"Posed by challenges of the #COVIDPandemic, #SocialSaheli Vibha Vinod and her women from the Lead India Women… https://t.co/vtUM4xYq9Z"
20367,"Look how pandemic changed our lifestyle? We grew from cash to cashless!

#covid2020 #covidaffect #covidpandemic… https://t.co/GisX2Kgtfc"
20368,Please pray to the Divine for whole Humanity. Only He can save us from this #CovidPandemic  #COVID19… https://t.co/JoD7sztsBF
20369,"|| Stay Home Stay Safe ||
.
.
.
.
.
.
#Staying_Home  #Saves_Lives #coronaviruslockdown #stayhomesavelives… https://t.co/gGUmW6l0JD"
20370,On #WorldRedCrossDay I express my deep sense of appreciation for the #RedCrossVolunteers involved in selfless servi… https://t.co/CnOmX2thJv
20371,"Liqour availability &amp; #CovidPandemic 

Till Mar'2020                      Till Date https://t.co/rHFzP2sMVr"
